player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5
Oso Ighodaro,F,PHX,IND,7.5,Rebounds,reb,Demon,1642345,10509352,10509352,221315,135137,2026-03-12T19:00:00.000-04:00,,,6.5,1,https://static.prizepicks.com/images/players/NBA/Oso_Ighodaro_NBA_player_Y7mjfdEdLunH3s3W6Nhh3KnR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4601023.0,4.0,4.0,6.0,9.0,14.0,4.0,3.0,2.0,12.0,2.0,7.4,6.0,6.0,2.0,3.0,0.0,0.4,0.4,0.6,0.3,0.7,OK,27.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Royce O'Neale,F,PHX,IND,7.5,Rebounds,reb,Demon,1626220,10509381,10509381,187891,135137,2026-03-12T19:00:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/NBA/Royce_O'Neale_NBA_player_POlpCzduuIi15awCHudUOmmp.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2583632.0,5.0,7.0,6.0,4.0,4.0,6.0,2.0,7.0,7.0,7.0,5.2,5.5,5.5,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,28.4,OK,5.0,0.0,5.0,0.0,0.0,1.0
T.J. McConnell,G,IND,PHX,7.5,FG Attempted,fga,Demon,204456,10509395,10509395,1968,135137,2026-03-12T19:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/T.J._McConnell_NBA_player_HpwfLStG3hZBYaEJkNTAvHUv.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2530530.0,7.0,10.0,6.0,6.0,9.0,7.0,8.0,9.0,,,7.6,7.75,7.75,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,16.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
T.J. McConnell,G,IND,PHX,7.5,Points,pts,Standard,204456,10509400,10509400,1968,135137,2026-03-12T19:00:00.000-04:00,,,7.5,0,https://static.prizepicks.com/images/players/NBA/T.J._McConnell_NBA_player_HpwfLStG3hZBYaEJkNTAvHUv.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2530530.0,6.0,10.0,6.0,8.0,9.0,7.0,9.0,13.0,,,7.8,8.5,8.5,3.0,2.0,0.0,0.6,0.6,0.4,0.625,0.375,OK,16.4,OK,5.0,3.0,2.0,0.0,0.6,0.4
Aaron Nesmith,G-F,IND,PHX,7.5,Rebs+Asts,ra,Demon,1630174,10511549,10511549,87498,135137,2026-03-12T19:00:00.000-04:00,,,6.0,2,https://static.prizepicks.com/images/players/NBA/Aaron_Nesmith_NBA_player_GjkgpRo0bTbuQoAAauxF0s9R.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4396909.0,7.0,3.0,4.0,5.0,3.0,8.0,,,,,4.4,5.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.167,0.833,OK,23.6,OK,5.0,0.0,5.0,0.0,0.0,1.0
Obi Toppin,F,IND,PHX,7.5,Rebs+Asts,ra,Demon,1630167,10511666,10511666,173613,135137,2026-03-12T19:00:00.000-04:00,,,4.5,3,https://static.prizepicks.com/images/players/NBA/Obi_Toppin_NBA_player_3zZKyFO7368oChSJkDTDoycu.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278355.0,6.0,2.0,5.0,4.0,9.0,3.0,,,,,5.2,4.833,4.833,1.0,4.0,0.0,0.2,0.2,0.8,0.167,0.833,OK,11.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
T.J. McConnell,G,IND,PHX,7.5,Assists,ast,Demon,204456,10511700,10511700,1968,135137,2026-03-12T19:00:00.000-04:00,,,4.5,3,https://static.prizepicks.com/images/players/NBA/T.J._McConnell_NBA_player_HpwfLStG3hZBYaEJkNTAvHUv.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2530530.0,3.0,4.0,5.0,5.0,7.0,3.0,2.0,3.0,,,4.8,4.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,16.4,OK,5.0,0.0,5.0,0.0,0.0,1.0
T.J. McConnell,G,IND,PHX,7.5,Rebs+Asts,ra,Demon,204456,10511710,10511710,1968,135137,2026-03-12T19:00:00.000-04:00,,,6.5,1,https://static.prizepicks.com/images/players/NBA/T.J._McConnell_NBA_player_HpwfLStG3hZBYaEJkNTAvHUv.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2530530.0,7.0,5.0,8.0,5.0,9.0,5.0,4.0,4.0,,,6.8,5.875,5.875,2.0,3.0,0.0,0.4,0.4,0.6,0.25,0.75,OK,16.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Ivica Zubac,C,IND,PHX,7.5,Points,pts,Goblin,1627826,10515034,10515034,300002,135137,2026-03-12T19:00:00.000-04:00,,,9.5,2,https://static.prizepicks.com/images/manual/IvicaZubacIND.png,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Royce O'Neale,F,PHX,IND,7.5,Points,pts,Goblin,1626220,10515261,10515261,187891,135137,2026-03-12T19:00:00.000-04:00,,,9.0,1,https://static.prizepicks.com/images/players/NBA/Royce_O'Neale_NBA_player_POlpCzduuIi15awCHudUOmmp.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2583632.0,21.0,3.0,11.0,3.0,6.0,13.0,9.0,0.0,6.0,8.0,8.8,8.0,8.0,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,28.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Collin Gillespie,G,PHX,IND,7.5,Rebs+Asts,ra,Goblin,1631221,10517316,10517316,233411,135137,2026-03-12T19:00:00.000-04:00,,,9.5,2,https://static.prizepicks.com/images/players/NBA/Collin_Gillespie_NBA_player_eBBN9xn1WET1RpK0ZIDTCG1a.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278585.0,18.0,9.0,12.0,7.0,14.0,6.0,6.0,6.0,11.0,10.0,12.0,9.9,9.9,4.0,1.0,0.0,0.8,0.8,0.2,0.6,0.4,OK,31.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
Andrew Nembhard,G-F,IND,PHX,7.5,Rebs+Asts,ra,Goblin,1629614,10517660,10517660,87352,135137,2026-03-12T19:00:00.000-04:00,,,9.5,2,https://static.prizepicks.com/images/players/NBA/Andrew_Nembhard_NBA_player_GHfxNKpM3OTHQ566JIhceIqt.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395712.0,11.0,10.0,9.0,10.0,4.0,12.0,5.0,14.0,,,8.8,9.375,9.375,4.0,1.0,0.0,0.8,0.8,0.2,0.75,0.25,OK,28.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
Jarace Walker,F,IND,PHX,7.5,Rebs+Asts,ra,Goblin,1641716,10517662,10517662,182373,135137,2026-03-12T19:00:00.000-04:00,,,10.0,2,https://static.prizepicks.com/images/players/NBA/Jarace_Walker_NBA_player_HwpVsXJzKqVRYMw0eYjC3rBY.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5106060.0,11.0,4.0,14.0,10.0,5.0,7.0,16.0,15.0,18.0,21.0,8.8,12.1,12.1,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,OK,30.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Royce O'Neale,F,PHX,IND,7.5,FG Attempted,fga,Standard,1626220,10523881,10523881,187891,135137,2026-03-12T19:00:00.000-04:00,,,7.5,0,https://static.prizepicks.com/images/players/NBA/Royce_O'Neale_NBA_player_POlpCzduuIi15awCHudUOmmp.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2583632.0,11.0,6.0,9.0,6.0,7.0,7.0,6.0,5.0,10.0,8.0,7.8,7.5,7.5,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,28.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Royce O'Neale,F,PHX,IND,7.5,Pts+Asts,pa,Goblin,1626220,10536307,10536307,187891,135137,2026-03-12T19:00:00.000-04:00,,,11.5,2,https://static.prizepicks.com/images/players/NBA/Royce_O'Neale_NBA_player_POlpCzduuIi15awCHudUOmmp.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2583632.0,25.0,4.0,14.0,3.0,11.0,16.0,10.0,0.0,10.0,9.0,11.4,10.2,10.2,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,OK,28.4,OK,5.0,3.0,2.0,0.0,0.6,0.4
Devin Booker,G,PHX,IND,7.5,Rebs+Asts,ra,Goblin,1626164,10537176,10537176,188014,135137,2026-03-12T19:00:00.000-04:00,,,10.0,3,https://static.prizepicks.com/images/players/NBA/Devin_Booker_NBA_player_hFxfQ4HSfTF5eG5yhA81zf4O.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3136193.0,12.0,13.0,8.0,8.0,10.0,1.0,5.0,7.0,5.0,10.0,10.2,7.9,7.9,5.0,0.0,0.0,1.0,1.0,0.0,0.6,0.4,OK,33.4,OK,5.0,5.0,0.0,0.0,1.0,0.0
Oso Ighodaro,F,PHX,IND,7.5,Rebs+Asts,ra,Goblin,1642345,10537871,10537871,221315,135137,2026-03-12T19:00:00.000-04:00,,,9.5,2,https://static.prizepicks.com/images/players/NBA/Oso_Ighodaro_NBA_player_Y7mjfdEdLunH3s3W6Nhh3KnR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4601023.0,6.0,9.0,7.0,13.0,17.0,7.0,8.0,5.0,13.0,7.0,10.4,9.2,9.2,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,27.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Obi Toppin,F,IND,PHX,7.5,Pts+Rebs,pr,Goblin,1630167,10539365,10539365,173613,135137,2026-03-12T19:00:00.000-04:00,,,11.5,2,https://static.prizepicks.com/images/players/NBA/Obi_Toppin_NBA_player_3zZKyFO7368oChSJkDTDoycu.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278355.0,22.0,6.0,6.0,3.0,8.0,5.0,,,,,9.0,8.333,8.333,2.0,3.0,0.0,0.4,0.4,0.6,0.333,0.667,OK,11.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Jordan Goodwin,G,PHX,IND,7.5,Rebounds,reb,Demon,1630692,10540839,10540839,174556,135137,2026-03-12T19:00:00.000-04:00,,,,3,https://static.prizepicks.com/images/manual/Jordan_GoodwinPHX.png,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278402.0,1.0,6.0,4.0,4.0,3.0,,,,,,3.6,3.6,3.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,23.8,OK,5.0,0.0,5.0,0.0,0.0,1.0
Jordan Goodwin,G,PHX,IND,7.5,Rebs+Asts,ra,Demon,1630692,10541543,10541543,174556,135137,2026-03-12T19:00:00.000-04:00,,,6.5,1,https://static.prizepicks.com/images/manual/Jordan_GoodwinPHX.png,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278402.0,3.0,7.0,5.0,8.0,6.0,,,,,,5.8,5.8,5.8,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,23.8,OK,5.0,1.0,4.0,0.0,0.2,0.8
Jordan Goodwin,G,PHX,IND,7.5,Pts+Rebs,pr,Goblin,1630692,10542416,10542416,174556,135137,2026-03-12T19:00:00.000-04:00,,,11.5,2,https://static.prizepicks.com/images/manual/Jordan_GoodwinPHX.png,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278402.0,7.0,23.0,14.0,16.0,11.0,,,,,,14.2,14.2,14.2,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,23.8,OK,5.0,4.0,1.0,0.0,0.8,0.2
Grayson Allen,G,PHX,IND,7.0,Rebs+Asts,ra,Standard,1628960,10509218,10509218,174039,135137,2026-03-12T19:00:00.000-04:00,,,7.0,0,https://static.prizepicks.com/images/players/NBA/Grayson_Allen_NBA_player_CTbeVWZ4fJM2pm82EGD6VSZr.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3135045.0,6.0,10.0,10.0,9.0,7.0,4.0,9.0,,,,8.4,7.857,7.857,3.0,1.0,1.0,0.6,0.75,0.25,0.667,0.333,OK,28.8,OK,5.0,3.0,1.0,1.0,0.6,0.2
Ivica Zubac,C,IND,PHX,7.0,Rebounds,reb,Standard,1627826,10509236,10509236,300002,135137,2026-03-12T19:00:00.000-04:00,,,7.0,0,https://static.prizepicks.com/images/manual/IvicaZubacIND.png,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Andrew Nembhard,G-F,IND,PHX,7.0,Assists,ast,Standard,1629614,10527959,10527959,87352,135137,2026-03-12T19:00:00.000-04:00,,,7.0,0,https://static.prizepicks.com/images/players/NBA/Andrew_Nembhard_NBA_player_GHfxNKpM3OTHQ566JIhceIqt.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395712.0,9.0,8.0,5.0,7.0,3.0,11.0,4.0,10.0,,,6.4,7.125,7.125,2.0,2.0,1.0,0.4,0.5,0.5,0.571,0.429,OK,28.0,OK,5.0,2.0,2.0,1.0,0.4,0.4
Jalen Green,G,PHX,IND,7.0,Rebs+Asts,ra,Standard,1630224,10528003,10528003,272587,135137,2026-03-12T19:00:00.000-04:00,,,7.0,0,https://static.prizepicks.com/images/players/NBA/Jalen_Green_NBA_player_dgDzs8capbSfm3XqiXDKFCSw.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4437244.0,9.0,6.0,8.0,6.0,5.0,4.0,5.0,4.0,12.0,5.0,6.8,6.4,6.4,2.0,3.0,0.0,0.4,0.4,0.6,0.3,0.7,OK,31.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Andrew Nembhard,G-F,IND,PHX,6.5,Assists,ast,Goblin,1629614,10509111,10509111,87352,135137,2026-03-12T19:00:00.000-04:00,,,7.0,1,https://static.prizepicks.com/images/players/NBA/Andrew_Nembhard_NBA_player_GHfxNKpM3OTHQ566JIhceIqt.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395712.0,9.0,8.0,5.0,7.0,3.0,11.0,4.0,10.0,,,6.4,7.125,7.125,3.0,2.0,0.0,0.6,0.6,0.4,0.625,0.375,OK,28.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
Collin Gillespie,G,PHX,IND,6.5,Assists,ast,Demon,1631221,10509137,10509137,233411,135137,2026-03-12T19:00:00.000-04:00,,,5.0,2,https://static.prizepicks.com/images/players/NBA/Collin_Gillespie_NBA_player_eBBN9xn1WET1RpK0ZIDTCG1a.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278585.0,9.0,4.0,6.0,5.0,9.0,3.0,3.0,3.0,6.0,8.0,6.6,5.6,5.6,2.0,3.0,0.0,0.4,0.4,0.6,0.3,0.7,OK,31.0,OK,5.0,2.0,3.0,0.0,0.4,0.6
Collin Gillespie,G,PHX,IND,6.5,Rebounds,reb,Demon,1631221,10509157,10509157,233411,135137,2026-03-12T19:00:00.000-04:00,,,5.0,2,https://static.prizepicks.com/images/players/NBA/Collin_Gillespie_NBA_player_eBBN9xn1WET1RpK0ZIDTCG1a.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278585.0,9.0,5.0,6.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,5.4,4.3,4.3,1.0,4.0,0.0,0.2,0.2,0.8,0.1,0.9,OK,31.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
Devin Booker,G,PHX,IND,6.5,Assists,ast,Demon,1626164,10509171,10509171,188014,135137,2026-03-12T19:00:00.000-04:00,,,6.0,1,https://static.prizepicks.com/images/players/NBA/Devin_Booker_NBA_player_hFxfQ4HSfTF5eG5yhA81zf4O.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3136193.0,7.0,10.0,4.0,2.0,6.0,0.0,2.0,2.0,4.0,6.0,5.8,4.3,4.3,2.0,3.0,0.0,0.4,0.4,0.6,0.2,0.8,OK,33.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Devin Booker,G,PHX,IND,6.5,Rebounds,reb,Demon,1626164,10509191,10509191,188014,135137,2026-03-12T19:00:00.000-04:00,,,4.0,3,https://static.prizepicks.com/images/players/NBA/Devin_Booker_NBA_player_hFxfQ4HSfTF5eG5yhA81zf4O.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3136193.0,5.0,3.0,4.0,6.0,4.0,1.0,3.0,5.0,1.0,4.0,4.4,3.6,3.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,33.4,OK,5.0,0.0,5.0,0.0,0.0,1.0
Ivica Zubac,C,IND,PHX,6.5,FG Attempted,fga,Standard,1627826,10509225,10509225,300002,135137,2026-03-12T19:00:00.000-04:00,,,6.5,0,https://static.prizepicks.com/images/manual/IvicaZubacIND.png,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
