player,team,prop_type,actual,league,SOT,SH,G,A,SV,PA,KP,TK
Javi Guerra,VAL,Assists,0.0,esp.1,,2.0,1.0,0.0,,,,
Javi Guerra,VAL,Fouls,0.0,esp.1,,2.0,1.0,0.0,,,,
Javi Guerra,VAL,Yellow Cards,0.0,esp.1,,2.0,1.0,0.0,,,,
Umar Sadiq,VAL,Goals,0.0,esp.1,,2.0,0.0,1.0,,,,
Umar Sadiq,VAL,Yellow Cards,0.0,esp.1,,2.0,0.0,1.0,,,,
Largie Ramazani,VAL,Goals,0.0,esp.1,,3.0,0.0,0.0,,,,
Largie Ramazani,VAL,Assists,0.0,esp.1,,3.0,0.0,0.0,,,,
Luis Rioja,VAL,Goals,0.0,esp.1,,1.0,0.0,0.0,,,,
Luis Rioja,VAL,Assists,0.0,esp.1,,1.0,0.0,0.0,,,,
Luis Rioja,VAL,Fouls,0.0,esp.1,,1.0,0.0,0.0,,,,
Luis Rioja,VAL,Yellow Cards,0.0,esp.1,,1.0,0.0,0.0,,,,
Jesús Vázquez,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Jesús Vázquez,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Jesús Vázquez,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Jesús Vázquez,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Jesús Vázquez,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Diego López,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Diego López,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Diego López,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Diego López,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Diego López,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Baptiste Santamaria,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Baptiste Santamaria,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Baptiste Santamaria,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Baptiste Santamaria,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Baptiste Santamaria,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
César Tárrega,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
César Tárrega,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
César Tárrega,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
César Tárrega,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
César Tárrega,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
André Almeida,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
André Almeida,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
André Almeida,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
André Almeida,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
André Almeida,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Renzo Saravia,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Renzo Saravia,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Renzo Saravia,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Renzo Saravia,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Renzo Saravia,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Arnaut Danjuma,VAL,Goals,0.0,esp.1,,3.0,0.0,0.0,,,,
Arnaut Danjuma,VAL,Assists,0.0,esp.1,,3.0,0.0,0.0,,,,
Arnaut Danjuma,VAL,Fouls,0.0,esp.1,,3.0,0.0,0.0,,,,
Arnaut Danjuma,VAL,Yellow Cards,0.0,esp.1,,3.0,0.0,0.0,,,,
David Otorbi,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
David Otorbi,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
David Otorbi,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
David Otorbi,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
David Otorbi,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Cristian Rivero,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Cristian Rivero,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Cristian Rivero,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Cristian Rivero,VAL,Goalkeeper Saves,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Cristian Rivero,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Cristian Rivero,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Hugo Duro,VAL,Assists,0.0,esp.1,,1.0,1.0,0.0,,,,
Hugo Duro,VAL,Yellow Cards,0.0,esp.1,,1.0,1.0,0.0,,,,
Dani Raba,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Dani Raba,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Dani Raba,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Dani Raba,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Dani Raba,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Pepelu,VAL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Pepelu,VAL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Pepelu,VAL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Pepelu,VAL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Pepelu,VAL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Antonio Sivera,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,5.0,,,
Antonio Sivera,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,5.0,,,
Antonio Sivera,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,5.0,,,
Antonio Sivera,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,5.0,,,
Antonio Sivera,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,5.0,,,
Jon Pacheco,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Pacheco,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Pacheco,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Pacheco,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Carlos Protesoni,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Carlos Protesoni,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Carlos Protesoni,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Carlos Protesoni,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Carlos Protesoni,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Jonny,ALA,Goals,0.0,esp.1,,1.0,0.0,0.0,,,,
Jonny,ALA,Assists,0.0,esp.1,,1.0,0.0,0.0,,,,
Jonny,ALA,Yellow Cards,0.0,esp.1,,1.0,0.0,0.0,,,,
Nahuel Tenaglia,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Nahuel Tenaglia,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Nahuel Tenaglia,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Nahuel Tenaglia,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Nahuel Tenaglia,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Antonio Blanco,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Antonio Blanco,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Antonio Blanco,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Antonio Blanco,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Guridi,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Guridi,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Guridi,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Jon Guridi,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Carles Aleñá,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Carles Aleñá,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Carles Aleñá,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Carles Aleñá,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Ángel Pérez,ALA,Goals,0.0,esp.1,,1.0,0.0,0.0,,,,
Ángel Pérez,ALA,Assists,0.0,esp.1,,1.0,0.0,0.0,,,,
Ángel Pérez,ALA,Yellow Cards,0.0,esp.1,,1.0,0.0,0.0,,,,
Lucas Boyé,ALA,Assists,0.0,esp.1,,6.0,2.0,0.0,,,,
Lucas Boyé,ALA,Yellow Cards,0.0,esp.1,,6.0,2.0,0.0,,,,
Toni Martínez,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Toni Martínez,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Toni Martínez,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Toni Martínez,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Abde Rebbach,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Abde Rebbach,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Abde Rebbach,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Abde Rebbach,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Abde Rebbach,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Denis Suárez,ALA,Goals,0.0,esp.1,,1.0,0.0,1.0,,,,
Denis Suárez,ALA,Yellow Cards,0.0,esp.1,,1.0,0.0,1.0,,,,
Grégoire Swiderski,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Grégoire Swiderski,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Grégoire Swiderski,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Grégoire Swiderski,ALA,Goalkeeper Saves,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Grégoire Swiderski,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Grégoire Swiderski,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Ander Guevara,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Ander Guevara,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Ander Guevara,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Ander Guevara,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Raúl Fernández,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Raúl Fernández,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Raúl Fernández,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Raúl Fernández,ALA,Goalkeeper Saves,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Raúl Fernández,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Raúl Fernández,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,0.0,,,
Ville Koski,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Ville Koski,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Ville Koski,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Ville Koski,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Ville Koski,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Ibrahim Diabate,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Ibrahim Diabate,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Ibrahim Diabate,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Ibrahim Diabate,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Ibrahim Diabate,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Calebe,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Calebe,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Calebe,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Calebe,ALA,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Calebe,ALA,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Mariano,ALA,Goals,0.0,esp.1,,1.0,0.0,0.0,,,,
Mariano,ALA,Assists,0.0,esp.1,,1.0,0.0,0.0,,,,
Mariano,ALA,Fouls,0.0,esp.1,,1.0,0.0,0.0,,,,
Mariano,ALA,Yellow Cards,0.0,esp.1,,1.0,0.0,0.0,,,,
Youssef Lekhedim,ALA,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Youssef Lekhedim,ALA,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Youssef Lekhedim,ALA,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Nikola Vasiljev,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Nikola Vasiljev,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Nikola Vasiljev,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Nikola Vasiljev,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Nikola Vasiljev,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Eric Anders Smith,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Eric Anders Smith,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Eric Anders Smith,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Eric Anders Smith,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Eric Anders Smith,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Tomoya Ando,STP,Goals,0.0,ger.1,,1.0,0.0,0.0,,,,
Tomoya Ando,STP,Assists,0.0,ger.1,,1.0,0.0,0.0,,,,
Hauke Wahl,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Hauke Wahl,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Hauke Wahl,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Hauke Wahl,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Hauke Wahl,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Jackson Irvine,STP,Goals,0.0,ger.1,,2.0,0.0,0.0,,,,
Jackson Irvine,STP,Assists,0.0,ger.1,,2.0,0.0,0.0,,,,
Jackson Irvine,STP,Fouls,0.0,ger.1,,2.0,0.0,0.0,,,,
Jackson Irvine,STP,Yellow Cards,0.0,ger.1,,2.0,0.0,0.0,,,,
James Sands,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
James Sands,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
James Sands,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
James Sands,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Arkadiusz Pyrka,STP,Goals,0.0,ger.1,,1.0,0.0,0.0,,,,
Arkadiusz Pyrka,STP,Assists,0.0,ger.1,,1.0,0.0,0.0,,,,
Arkadiusz Pyrka,STP,Yellow Cards,0.0,ger.1,,1.0,0.0,0.0,,,,
Manolis Saliakas,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Manolis Saliakas,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Manolis Saliakas,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Manolis Saliakas,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Manolis Saliakas,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Danel Sinani,STP,Goals,0.0,ger.1,,3.0,0.0,0.0,,,,
Danel Sinani,STP,Assists,0.0,ger.1,,3.0,0.0,0.0,,,,
Danel Sinani,STP,Yellow Cards,0.0,ger.1,,3.0,0.0,0.0,,,,
Mathias Pereira Lage,STP,Goals,0.0,ger.1,,3.0,0.0,0.0,,,,
Mathias Pereira Lage,STP,Assists,0.0,ger.1,,3.0,0.0,0.0,,,,
Mathias Pereira Lage,STP,Yellow Cards,0.0,ger.1,,3.0,0.0,0.0,,,,
Joel Chima Fujita,STP,Goals,0.0,ger.1,,1.0,0.0,0.0,,,,
Joel Chima Fujita,STP,Assists,0.0,ger.1,,1.0,0.0,0.0,,,,
Joel Chima Fujita,STP,Yellow Cards,0.0,ger.1,,1.0,0.0,0.0,,,,
Louis Oppie,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Louis Oppie,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Louis Oppie,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Louis Oppie,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Louis Oppie,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Ben Voll,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Ben Voll,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Ben Voll,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Ben Voll,STP,Goalkeeper Saves,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Ben Voll,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Ben Voll,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Abdoulie Ceesay,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Abdoulie Ceesay,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Abdoulie Ceesay,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Abdoulie Ceesay,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Abdoulie Ceesay,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Lars Ritzka,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Lars Ritzka,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Lars Ritzka,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Lars Ritzka,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Jannik Robatsch,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Jannik Robatsch,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Jannik Robatsch,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Jannik Robatsch,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Jannik Robatsch,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Martijn Kaars,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Martijn Kaars,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Martijn Kaars,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Martijn Kaars,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Martijn Kaars,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Adam Dzwigala,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Adam Dzwigala,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Adam Dzwigala,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Adam Dzwigala,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Adam Dzwigala,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Connor Metcalfe,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Connor Metcalfe,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Connor Metcalfe,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Taichi Hara,STP,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Taichi Hara,STP,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Taichi Hara,STP,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Taichi Hara,STP,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Taichi Hara,STP,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Michael Zetterer,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Michael Zetterer,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Michael Zetterer,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Michael Zetterer,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Michael Zetterer,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,2.0,,,
Robin Koch,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Robin Koch,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Robin Koch,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Robin Koch,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Robin Koch,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Aurèle Amenda,SGE,Goals,0.0,ger.1,,1.0,0.0,0.0,,,,
Aurèle Amenda,SGE,Assists,0.0,ger.1,,1.0,0.0,0.0,,,,
Aurèle Amenda,SGE,Yellow Cards,0.0,ger.1,,1.0,0.0,0.0,,,,
Nnamdi Collins,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Nnamdi Collins,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Nnamdi Collins,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Nnamdi Collins,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Nathaniel Brown,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Nathaniel Brown,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Nathaniel Brown,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Nathaniel Brown,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Hugo Larsson,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Hugo Larsson,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Hugo Larsson,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Hugo Larsson,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Hugo Larsson,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Oscar Højlund,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Oscar Højlund,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Oscar Højlund,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Oscar Højlund,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Oscar Højlund,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Farès Chaïbi,SGE,Goals,0.0,ger.1,,2.0,0.0,0.0,,,,
Farès Chaïbi,SGE,Assists,0.0,ger.1,,2.0,0.0,0.0,,,,
Farès Chaïbi,SGE,Fouls,0.0,ger.1,,2.0,0.0,0.0,,,,
Farès Chaïbi,SGE,Yellow Cards,0.0,ger.1,,2.0,0.0,0.0,,,,
Jonathan Burkardt,SGE,Goals,0.0,ger.1,,2.0,0.0,0.0,,,,
Jonathan Burkardt,SGE,Assists,0.0,ger.1,,2.0,0.0,0.0,,,,
Jonathan Burkardt,SGE,Yellow Cards,0.0,ger.1,,2.0,0.0,0.0,,,,
Jean-Mattéo Bahoya,SGE,Goals,0.0,ger.1,,3.0,0.0,0.0,,,,
Jean-Mattéo Bahoya,SGE,Assists,0.0,ger.1,,3.0,0.0,0.0,,,,
Jean-Mattéo Bahoya,SGE,Fouls,0.0,ger.1,,3.0,0.0,0.0,,,,
Jean-Mattéo Bahoya,SGE,Yellow Cards,0.0,ger.1,,3.0,0.0,0.0,,,,
Arnaud Kalimuendo,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Arnaud Kalimuendo,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Arnaud Kalimuendo,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Arnaud Kalimuendo,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Mario Götze,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Mario Götze,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Mario Götze,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Mario Götze,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Mario Götze,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Ayoube Amaimouni-Echghouyab,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Ayoube Amaimouni-Echghouyab,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Ayoube Amaimouni-Echghouyab,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Ayoube Amaimouni-Echghouyab,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Ayoube Amaimouni-Echghouyab,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Jens Grahl,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Jens Grahl,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Jens Grahl,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Jens Grahl,SGE,Goalkeeper Saves,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Jens Grahl,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Jens Grahl,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,0.0,,,
Elias Baum,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Elias Baum,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Elias Baum,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Elias Baum,SGE,Fouls,0.0,ger.1,,0.0,0.0,0.0,,,,
Elias Baum,SGE,Yellow Cards,0.0,ger.1,,0.0,0.0,0.0,,,,
Ritsu Doan,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Ritsu Doan,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Ritsu Doan,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
Ellyes Skhiri,SGE,Shots,0.0,ger.1,,0.0,0.0,0.0,,,,
Ellyes Skhiri,SGE,Goals,0.0,ger.1,,0.0,0.0,0.0,,,,
Ellyes Skhiri,SGE,Assists,0.0,ger.1,,0.0,0.0,0.0,,,,
