SEASON,EVENT_ID,GAME_DATE,TEAM,ESPN_ATHLETE_ID,PLAYER,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA,PLAYER_NORM
2025-26,401810492,2026-01-24,BOS,4065804,Sam Hauser,39,19,4,3,1,0,0,7.0,12.0,5.0,10.0,0.0,0.0,sam hauser
2025-26,401810492,2026-01-24,BOS,4397424,Neemias Queta,28,6,5,3,1,1,1,2.0,3.0,0.0,0.0,2.0,2.0,neemias queta
2025-26,401810492,2026-01-24,BOS,3917376,Jaylen Brown,46,27,10,12,1,0,2,9.0,27.0,4.0,10.0,5.0,10.0,jaylen brown
2025-26,401810492,2026-01-24,BOS,4066354,Payton Pritchard,40,32,4,4,0,0,1,13.0,24.0,6.0,11.0,0.0,0.0,payton pritchard
2025-26,401810492,2026-01-24,BOS,4593841,Baylor Scheierman,34,6,7,4,2,0,0,2.0,8.0,2.0,5.0,0.0,0.0,baylor scheierman
2025-26,401810492,2026-01-24,BOS,4702745,Amari Williams,5,3,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,amari williams
2025-26,401810492,2026-01-24,BOS,4277951,Luka Garza,20,12,1,3,0,1,1,5.0,9.0,1.0,2.0,1.0,1.0,luka garza
2025-26,401810492,2026-01-24,BOS,4351851,Anfernee Simons,37,10,3,2,2,0,3,4.0,16.0,1.0,7.0,1.0,2.0,anfernee simons
2025-26,401810492,2026-01-24,BOS,4397251,Ron Harper Jr.,7,0,0,0,0,1,0,0.0,2.0,0.0,2.0,0.0,0.0,ron harper
2025-26,401810492,2026-01-24,BOS,4683689,Jordan Walsh,15,5,0,2,0,0,0,2.0,3.0,1.0,2.0,0.0,0.0,jordan walsh
2025-26,401810492,2026-01-24,BOS,5175647,Hugo Gonzalez,19,10,7,1,1,1,0,4.0,4.0,2.0,2.0,0.0,0.0,hugo gonzalez
2025-26,401810492,2026-01-24,BKN,4278104,Michael Porter Jr.,42,30,8,4,0,1,2,9.0,19.0,4.0,12.0,8.0,9.0,michael porter
2025-26,401810492,2026-01-24,BKN,4712896,Noah Clowney,43,15,9,1,0,1,3,5.0,14.0,3.0,10.0,2.0,2.0,noah clowney
2025-26,401810492,2026-01-24,BKN,4278067,Nic Claxton,39,18,9,4,0,2,0,8.0,13.0,0.0,0.0,2.0,2.0,nic claxton
2025-26,401810492,2026-01-24,BKN,5037873,Drake Powell,20,6,1,1,2,0,0,2.0,3.0,1.0,2.0,1.0,1.0,drake powell
2025-26,401810492,2026-01-24,BKN,5175643,Egor Demin,21,6,4,2,1,0,2,2.0,4.0,2.0,3.0,0.0,0.0,egor demin
2025-26,401810492,2026-01-24,BKN,4433137,Ziaire Williams,33,14,8,0,0,0,2,4.0,15.0,1.0,11.0,5.0,6.0,ziaire williams
2025-26,401810492,2026-01-24,BKN,5107173,Danny Wolf,18,4,6,2,0,1,0,2.0,3.0,0.0,0.0,0.0,0.0,danny wolf
2025-26,401810492,2026-01-24,BKN,4432194,Day'Ron Sharpe,19,5,8,2,0,0,3,1.0,3.0,0.0,0.0,3.0,4.0,day ron sharpe
2025-26,401810492,2026-01-24,BKN,4432174,Cam Thomas,19,7,2,4,0,0,3,2.0,8.0,0.0,2.0,3.0,4.0,cam thomas
2025-26,401810492,2026-01-24,BKN,5279130,Nolan Traore,37,21,3,2,2,1,2,7.0,13.0,2.0,4.0,5.0,6.0,nolan traore
2025-26,401810493,2026-01-24,SAC,4431679,Precious Achiuwa,20,4,8,2,0,0,1,2.0,6.0,0.0,1.0,0.0,0.0,precious achiuwa
2025-26,401810493,2026-01-24,SAC,4898371,Maxime Raynaud,9,0,1,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,maxime raynaud
2025-26,401810493,2026-01-24,SAC,3468,Russell Westbrook,27,11,5,3,0,0,0,3.0,12.0,3.0,10.0,2.0,2.0,russell westbrook
2025-26,401810493,2026-01-24,SAC,3978,DeMar DeRozan,30,20,4,3,0,0,2,6.0,12.0,0.0,1.0,8.0,9.0,demar derozan
2025-26,401810493,2026-01-24,SAC,3064440,Zach LaVine,23,10,0,0,1,0,1,4.0,8.0,2.0,5.0,0.0,0.0,zach lavine
2025-26,401810493,2026-01-24,SAC,3155942,Domantas Sabonis,31,24,16,6,1,0,4,9.0,14.0,1.0,1.0,5.0,5.0,domantas sabonis
2025-26,401810493,2026-01-24,SAC,4433174,Dylan Cardwell,23,8,3,1,2,2,0,4.0,4.0,0.0,0.0,0.0,0.0,dylan cardwell
2025-26,401810493,2026-01-24,SAC,3032979,Dennis Schroder,31,21,4,4,0,0,2,6.0,12.0,3.0,5.0,6.0,6.0,dennis schroder
2025-26,401810493,2026-01-24,SAC,4066262,Malik Monk,33,16,1,7,1,0,1,6.0,15.0,4.0,9.0,0.0,0.0,malik monk
2025-26,401810493,2026-01-24,SAC,4702384,Nique Clifford,14,4,1,0,0,0,0,2.0,4.0,0.0,1.0,0.0,0.0,nique clifford
2025-26,401810493,2026-01-24,CLE,3912848,Dean Wade,28,6,5,1,1,0,0,2.0,4.0,2.0,4.0,0.0,0.0,dean wade
2025-26,401810493,2026-01-24,CLE,4066328,Jarrett Allen,34,15,9,0,2,1,0,3.0,6.0,0.0,0.0,9.0,10.0,jarrett allen
2025-26,401810493,2026-01-24,CLE,4432158,Evan Mobley,35,29,13,7,0,4,0,13.0,24.0,0.0,4.0,3.0,5.0,evan mobley
2025-26,401810493,2026-01-24,CLE,3908809,Donovan Mitchell,34,33,5,8,1,0,1,11.0,25.0,5.0,12.0,6.0,7.0,donovan mitchell
2025-26,401810493,2026-01-24,CLE,4683747,Jaylon Tyson,36,17,7,4,0,0,3,6.0,14.0,3.0,5.0,2.0,3.0,jaylon tyson
2025-26,401810493,2026-01-24,CLE,2580365,Larry Nance Jr.,14,2,3,0,1,0,0,1.0,4.0,0.0,3.0,0.0,0.0,larry nance
2025-26,401810493,2026-01-24,CLE,4065732,De'Andre Hunter,19,9,0,0,0,0,0,3.0,9.0,1.0,3.0,2.0,2.0,de andre hunter
2025-26,401810493,2026-01-24,CLE,5106268,Nae'Qwan Tomlin,15,4,1,0,1,1,0,2.0,4.0,0.0,1.0,0.0,0.0,nae qwan tomlin
2025-26,401810493,2026-01-24,CLE,4701233,Craig Porter Jr.,21,5,5,3,0,0,1,2.0,5.0,1.0,3.0,0.0,0.0,craig porter
2025-26,401810493,2026-01-24,CLE,5023693,Tyrese Proctor,4,3,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,tyrese proctor
2025-26,401810494,2026-01-24,NO,4277813,Herbert Jones,25,0,0,5,2,2,2,0.0,3.0,0.0,3.0,0.0,0.0,herbert jones
2025-26,401810494,2026-01-24,NO,4395628,Zion Williamson,33,24,11,4,2,1,1,9.0,17.0,0.0,0.0,6.0,11.0,zion williamson
2025-26,401810494,2026-01-24,NO,4397688,Trey Murphy III,36,32,3,3,3,0,1,9.0,15.0,2.0,7.0,12.0,12.0,trey murphy
2025-26,401810494,2026-01-24,NO,4869780,Derik Queen,27,8,9,5,3,0,4,2.0,8.0,0.0,0.0,4.0,4.0,derik queen
2025-26,401810494,2026-01-24,NO,4397136,Saddiq Bey,32,36,4,4,1,0,0,13.0,20.0,6.0,9.0,4.0,4.0,saddiq bey
2025-26,401810494,2026-01-24,NO,4997538,Karlo Matkovic,15,5,6,1,1,0,0,2.0,4.0,1.0,3.0,0.0,0.0,karlo matkovic
2025-26,401810494,2026-01-24,NO,5061589,Yves Missi,21,8,8,0,0,0,1,4.0,9.0,0.0,0.0,0.0,0.0,yves missi
2025-26,401810494,2026-01-24,NO,4277956,Jordan Poole,12,6,4,3,0,0,1,2.0,8.0,2.0,7.0,0.0,0.0,jordan poole
2025-26,401810494,2026-01-24,NO,4432185,Micah Peavy,16,2,2,0,1,0,0,1.0,5.0,0.0,3.0,0.0,0.0,micah peavy
2025-26,401810494,2026-01-24,NO,5144091,Jeremiah Fears,23,12,2,4,1,1,0,4.0,10.0,2.0,4.0,2.0,2.0,jeremiah fears
2025-26,401810494,2026-01-24,MEM,4277961,Jaren Jackson Jr.,32,26,12,3,1,4,2,7.0,18.0,2.0,8.0,10.0,11.0,jaren jackson
2025-26,401810494,2026-01-24,MEM,4903027,Cedric Coward,28,13,3,4,0,1,0,5.0,11.0,3.0,7.0,0.0,0.0,cedric coward
2025-26,401810494,2026-01-24,MEM,5112087,Jaylen Wells,25,11,3,3,1,0,5,4.0,7.0,1.0,3.0,2.0,3.0,jaylen wells
2025-26,401810494,2026-01-24,MEM,3146557,Jock Landale,32,24,11,2,1,1,2,11.0,18.0,2.0,5.0,0.0,0.0,jock landale
2025-26,401810494,2026-01-24,MEM,4433083,Cam Spencer,28,21,5,11,0,1,2,7.0,9.0,4.0,6.0,3.0,4.0,cam spencer
2025-26,401810494,2026-01-24,MEM,5105550,GG Jackson,23,15,4,1,0,1,2,6.0,10.0,3.0,4.0,0.0,0.0,gg jackson
2025-26,401810494,2026-01-24,MEM,2581018,Kentavious Caldwell-Pope,23,4,3,3,0,0,0,1.0,9.0,0.0,6.0,2.0,2.0,kentavious caldwell pope
2025-26,401810494,2026-01-24,MEM,3134932,John Konchar,20,0,4,1,1,2,3,0.0,1.0,0.0,1.0,0.0,0.0,john konchar
2025-26,401810494,2026-01-24,MEM,4397227,Vince Williams Jr.,20,6,2,4,0,0,2,2.0,7.0,2.0,6.0,0.0,0.0,vince williams
2025-26,401810494,2026-01-24,MEM,4781746,Javon Small,9,7,0,2,0,0,1,2.0,2.0,1.0,1.0,2.0,2.0,javon small
2025-26,401810496,2026-01-24,IND,3149673,Pascal Siakam,37,21,6,6,0,0,1,9.0,20.0,2.0,6.0,1.0,3.0,pascal siakam
2025-26,401810496,2026-01-24,IND,5106060,Jarace Walker,31,26,4,3,2,0,2,8.0,15.0,3.0,6.0,7.0,11.0,jarace walker
2025-26,401810496,2026-01-24,IND,4395712,Andrew Nembhard,36,27,7,11,0,0,3,10.0,16.0,4.0,7.0,3.0,4.0,andrew nembhard
2025-26,401810496,2026-01-24,IND,4396909,Aaron Nesmith,36,17,5,5,0,0,2,7.0,14.0,3.0,5.0,0.0,0.0,aaron nesmith
2025-26,401810496,2026-01-24,IND,5157066,Johnny Furphy,33,4,10,3,1,1,0,2.0,9.0,0.0,3.0,0.0,0.0,johnny furphy
2025-26,401810496,2026-01-24,IND,4432170,Isaiah Jackson,6,0,6,0,0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,isaiah jackson
2025-26,401810496,2026-01-24,IND,4065731,Jay Huff,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,jay huff
2025-26,401810496,2026-01-24,IND,4066399,Micah Potter,25,10,10,1,0,0,0,4.0,9.0,2.0,7.0,0.0,0.0,micah potter
2025-26,401810496,2026-01-24,IND,2530530,T.J. McConnell,19,6,2,3,2,0,0,3.0,9.0,0.0,1.0,0.0,0.0,t j mcconnell
2025-26,401810496,2026-01-24,IND,4433076,Ben Sheppard,14,6,1,2,0,0,0,2.0,4.0,2.0,3.0,0.0,0.0,ben sheppard
2025-26,401810496,2026-01-24,OKC,4433255,Chet Holmgren,33,25,13,3,0,3,0,8.0,14.0,2.0,4.0,7.0,8.0,chet holmgren
2025-26,401810496,2026-01-24,OKC,4278073,Shai Gilgeous-Alexander,35,47,4,4,1,1,1,17.0,28.0,1.0,4.0,12.0,12.0,shai gilgeous alexander
2025-26,401810496,2026-01-24,OKC,4395702,Isaiah Joe,30,7,2,1,0,0,1,2.0,7.0,0.0,5.0,3.0,3.0,isaiah joe
2025-26,401810496,2026-01-24,OKC,4397020,Luguentz Dort,35,2,3,1,0,0,1,1.0,9.0,0.0,5.0,0.0,0.0,luguentz dort
2025-26,401810496,2026-01-24,OKC,4683692,Cason Wallace,30,10,5,1,2,0,0,3.0,7.0,3.0,4.0,1.0,2.0,cason wallace
2025-26,401810496,2026-01-24,OKC,4432823,Jaylin Williams,22,2,5,3,0,1,4,0.0,1.0,0.0,0.0,2.0,2.0,jaylin williams
2025-26,401810496,2026-01-24,OKC,4684208,Brooks Barnhizer,6,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,brooks barnhizer
2025-26,401810496,2026-01-24,OKC,4997526,Ousmane Dieng,14,7,2,1,0,2,0,3.0,5.0,1.0,2.0,0.0,0.0,ousmane dieng
2025-26,401810496,2026-01-24,OKC,4592435,Branden Carlson,7,2,0,0,0,0,1,1.0,3.0,0.0,0.0,0.0,0.0,branden carlson
2025-26,401810496,2026-01-24,OKC,3133626,Kenrich Williams,28,12,7,4,1,1,0,5.0,8.0,0.0,2.0,2.0,3.0,kenrich williams
2025-26,401810495,2026-01-24,DEN,3064290,Aaron Gordon,16,13,6,3,2,0,1,4.0,9.0,1.0,2.0,4.0,5.0,aaron gordon
2025-26,401810495,2026-01-24,DEN,4431690,Zeke Nnaji,37,11,12,2,0,2,2,4.0,12.0,1.0,4.0,2.0,2.0,zeke nnaji
2025-26,401810495,2026-01-24,DEN,4592427,Spencer Jones,38,5,5,2,2,1,0,2.0,6.0,1.0,4.0,0.0,0.0,spencer jones
2025-26,401810495,2026-01-24,DEN,4398390,Jalen Pickett,34,13,3,7,1,0,1,5.0,14.0,2.0,7.0,1.0,2.0,jalen pickett
2025-26,401810495,2026-01-24,DEN,4432181,Julian Strawther,27,20,5,3,1,0,0,6.0,13.0,1.0,6.0,7.0,8.0,julian strawther
2025-26,401810495,2026-01-24,DEN,4395620,Hunter Tyson,12,0,4,3,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,hunter tyson
2025-26,401810495,2026-01-24,DEN,4433607,DaRon Holmes II,16,3,4,0,0,0,0,1.0,3.0,1.0,3.0,0.0,0.0,daron holmes
2025-26,401810495,2026-01-24,DEN,2528210,Tim Hardaway Jr.,26,17,4,2,0,0,1,5.0,14.0,3.0,9.0,4.0,4.0,tim hardaway
2025-26,401810495,2026-01-24,DEN,4065670,Bruce Brown,26,15,3,3,2,0,2,6.0,11.0,1.0,2.0,2.0,2.0,bruce brown
2025-26,401810495,2026-01-24,DEN,4898369,Curtis Jones,9,5,1,2,0,0,0,2.0,4.0,1.0,3.0,0.0,0.0,curtis jones
2025-26,401810495,2026-01-24,MIL,3032977,Giannis Antetokounmpo,32,22,13,7,0,0,4,4.0,8.0,0.0,0.0,14.0,16.0,giannis antetokounmpo
2025-26,401810495,2026-01-24,MIL,3134907,Kyle Kuzma,35,11,10,6,0,0,1,4.0,10.0,1.0,3.0,2.0,6.0,kyle kuzma
2025-26,401810495,2026-01-24,MIL,3133628,Myles Turner,29,17,7,2,1,6,1,7.0,12.0,1.0,4.0,2.0,2.0,myles turner
2025-26,401810495,2026-01-24,MIL,2999547,Gary Harris,28,4,3,2,1,0,1,1.0,5.0,1.0,4.0,1.0,2.0,gary harris
2025-26,401810495,2026-01-24,MIL,4591725,Ryan Rollins,35,21,4,1,3,0,1,8.0,20.0,4.0,10.0,1.0,1.0,ryan rollins
2025-26,401810495,2026-01-24,MIL,3064482,Bobby Portis,26,11,9,0,0,0,0,4.0,12.0,3.0,7.0,0.0,0.0,bobby portis
2025-26,401810495,2026-01-24,MIL,4397233,Pete Nance,12,0,2,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,pete nance
2025-26,401810495,2026-01-24,MIL,4066387,Amir Coffey,21,5,1,0,0,0,0,2.0,7.0,1.0,5.0,0.0,0.0,amir coffey
2025-26,401810495,2026-01-24,MIL,4432190,Andre Jackson Jr.,4,0,0,1,0,0,0,0.0,2.0,0.0,2.0,0.0,0.0,andre jackson
2025-26,401810495,2026-01-24,MIL,4432809,Cole Anthony,16,9,2,5,1,1,1,4.0,8.0,1.0,3.0,0.0,0.0,cole anthony
2025-26,401810497,2026-01-24,TOR,3913176,Brandon Ingram,35,20,7,3,2,1,2,7.0,15.0,1.0,5.0,5.0,7.0,brandon ingram
2025-26,401810497,2026-01-24,TOR,4278580,Sandro Mamukelashvili,35,22,6,4,1,0,2,9.0,15.0,3.0,6.0,1.0,2.0,sandro mamukelashvili
2025-26,401810497,2026-01-24,TOR,4395625,RJ Barrett,21,10,6,3,0,1,2,4.0,9.0,0.0,5.0,2.0,4.0,rj barrett
2025-26,401810497,2026-01-24,TOR,4433134,Scottie Barnes,35,15,9,4,0,6,4,6.0,15.0,0.0,2.0,3.0,4.0,scottie barnes
2025-26,401810497,2026-01-24,TOR,4395724,Immanuel Quickley,34,20,8,7,2,0,1,9.0,15.0,2.0,4.0,0.0,0.0,immanuel quickley
2025-26,401810497,2026-01-24,TOR,4431893,Jamison Battle,9,3,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,jamison battle
2025-26,401810497,2026-01-24,TOR,5107897,Jonathan Mogbo,4,0,1,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,jonathan mogbo
2025-26,401810497,2026-01-24,TOR,4397018,Ochai Agbaji,22,10,4,1,1,1,1,5.0,8.0,0.0,3.0,0.0,0.0,ochai agbaji
2025-26,401810497,2026-01-24,TOR,4432241,Jamal Shead,20,0,3,5,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,jamal shead
2025-26,401810497,2026-01-24,TOR,5106258,Gradey Dick,24,10,2,1,0,0,1,4.0,5.0,2.0,2.0,0.0,0.0,gradey dick
2025-26,401810497,2026-01-24,POR,4431736,Toumani Camara,37,16,6,2,1,1,1,5.0,12.0,4.0,8.0,2.0,2.0,toumani camara
2025-26,401810497,2026-01-24,POR,5105565,Donovan Clingan,29,13,16,2,3,0,0,6.0,14.0,1.0,4.0,0.0,0.0,donovan clingan
2025-26,401810497,2026-01-24,POR,3995,Jrue Holiday,22,21,1,7,0,0,1,9.0,14.0,3.0,6.0,0.0,0.0,jrue holiday
2025-26,401810497,2026-01-24,POR,4914336,Shaedon Sharpe,32,21,7,4,1,0,3,10.0,23.0,1.0,6.0,0.0,0.0,shaedon sharpe
2025-26,401810497,2026-01-24,POR,5081727,Sidy Cissoko,33,3,3,1,0,1,1,1.0,6.0,0.0,4.0,1.0,2.0,sidy cissoko
2025-26,401810497,2026-01-24,POR,2991070,Jerami Grant,26,8,2,2,1,1,3,2.0,8.0,0.0,5.0,4.0,6.0,jerami grant
2025-26,401810497,2026-01-24,POR,5217746,Yang Hansen,7,0,3,0,0,0,1,0.0,2.0,0.0,0.0,0.0,0.0,yang hansen
2025-26,401810497,2026-01-24,POR,4433144,Caleb Love,29,11,4,3,0,0,3,4.0,9.0,3.0,6.0,0.0,0.0,caleb love
2025-26,401810497,2026-01-24,POR,4597259,Javonte Cooke,9,5,2,0,1,0,0,2.0,5.0,1.0,4.0,0.0,0.0,javonte cooke
2025-26,401810497,2026-01-24,POR,5099752,Rayan Rupert,16,0,1,1,0,0,0,0.0,5.0,0.0,2.0,0.0,0.0,rayan rupert
2025-26,401810500,2026-01-24,WSH,5174563,Kyshawn George,25,11,8,7,2,1,2,4.0,15.0,2.0,10.0,1.0,1.0,kyshawn george
2025-26,401810500,2026-01-24,WSH,5160992,Alex Sarr,37,24,4,1,1,1,2,11.0,19.0,1.0,3.0,1.0,1.0,alex sarr
2025-26,401810500,2026-01-24,WSH,4845374,Bub Carrington,32,15,3,8,1,0,2,5.0,11.0,5.0,11.0,0.0,0.0,bub carrington
2025-26,401810500,2026-01-24,WSH,5144126,Will Riley,23,7,0,2,1,0,0,3.0,6.0,1.0,3.0,0.0,0.0,will riley
2025-26,401810500,2026-01-24,WSH,5238230,Tre Johnson,37,26,0,6,0,0,2,8.0,22.0,6.0,15.0,4.0,5.0,tre johnson
2025-26,401810500,2026-01-24,WSH,2581184,Anthony Gill,7,0,0,2,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,anthony gill
2025-26,401810500,2026-01-24,WSH,4432907,Justin Champagnie,32,15,11,3,3,2,2,7.0,9.0,1.0,3.0,0.0,0.0,justin champagnie
2025-26,401810500,2026-01-24,WSH,4432173,Sharife Cooper,9,3,0,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,sharife cooper
2025-26,401810500,2026-01-24,WSH,4565201,Malaki Branham,8,3,2,2,0,0,1,1.0,3.0,1.0,1.0,0.0,0.0,malaki branham
2025-26,401810500,2026-01-24,WSH,4606840,Jamir Watkins,29,11,6,3,5,2,0,4.0,9.0,1.0,5.0,2.0,2.0,jamir watkins
2025-26,401810500,2026-01-24,CHA,4066383,Miles Bridges,29,20,3,4,0,2,2,7.0,13.0,3.0,7.0,3.0,5.0,miles bridges
2025-26,401810500,2026-01-24,CHA,4433249,Moussa Diabate,32,11,14,0,1,0,2,2.0,3.0,0.0,0.0,7.0,8.0,moussa diabate
2025-26,401810500,2026-01-24,CHA,4433287,Brandon Miller,33,21,11,7,1,0,5,7.0,12.0,2.0,4.0,5.0,5.0,brandon miller
2025-26,401810500,2026-01-24,CHA,4432816,LaMelo Ball,32,20,2,11,1,0,3,8.0,19.0,3.0,9.0,1.0,1.0,lamelo ball
2025-26,401810500,2026-01-24,CHA,5061575,Kon Knueppel,32,16,4,3,1,0,1,5.0,11.0,3.0,8.0,3.0,4.0,kon knueppel
2025-26,401810500,2026-01-24,CHA,4066218,Grant Williams,19,2,1,1,1,0,1,1.0,4.0,0.0,2.0,0.0,0.0,grant williams
2025-26,401810500,2026-01-24,CHA,4576060,Ryan Kalkbrenner,16,8,3,0,0,1,0,4.0,4.0,0.0,0.0,0.0,2.0,ryan kalkbrenner
2025-26,401810500,2026-01-24,CHA,4277811,Collin Sexton,16,9,1,2,3,0,2,3.0,6.0,1.0,2.0,2.0,2.0,collin sexton
2025-26,401810500,2026-01-24,CHA,4432811,Josh Green,15,6,2,0,0,0,1,2.0,2.0,2.0,2.0,0.0,0.0,josh green
2025-26,401810500,2026-01-24,CHA,4602025,Sion James,16,6,5,2,0,0,4,2.0,5.0,0.0,2.0,2.0,3.0,sion james
2025-26,401810498,2026-01-24,NY,3934719,OG Anunoby,36,23,7,4,2,0,2,10.0,15.0,2.0,3.0,1.0,2.0,og anunoby
2025-26,401810498,2026-01-24,NY,3136195,Karl-Anthony Towns,16,10,6,1,0,1,2,2.0,4.0,1.0,2.0,5.0,7.0,karl anthony towns
2025-26,401810498,2026-01-24,NY,3062679,Josh Hart,37,10,13,7,0,1,1,4.0,9.0,1.0,3.0,1.0,5.0,josh hart
2025-26,401810498,2026-01-24,NY,3147657,Mikal Bridges,29,9,3,4,0,0,2,3.0,16.0,1.0,9.0,2.0,2.0,mikal bridges
2025-26,401810498,2026-01-24,NY,3934672,Jalen Brunson,38,31,5,6,0,0,2,11.0,24.0,6.0,12.0,3.0,5.0,jalen brunson
2025-26,401810498,2026-01-24,NY,4017844,Guerschon Yabusele,3,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,guerschon yabusele
2025-26,401810498,2026-01-24,NY,4351852,Mitchell Robinson,27,6,10,0,2,2,0,3.0,4.0,0.0,0.0,0.0,0.0,mitchell robinson
2025-26,401810498,2026-01-24,NY,4871141,Ariel Hukporti,4,2,3,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,ariel hukporti
2025-26,401810498,2026-01-24,NY,3914044,Landry Shamet,25,12,4,2,0,0,1,4.0,9.0,3.0,7.0,1.0,2.0,landry shamet
2025-26,401810498,2026-01-24,NY,4431823,Miles McBride,26,9,1,2,2,0,0,3.0,11.0,1.0,8.0,2.0,4.0,miles mcbride
2025-26,401810498,2026-01-24,PHI,4251,Paul George,32,9,6,2,2,0,1,3.0,10.0,0.0,3.0,3.0,3.0,paul george
2025-26,401810498,2026-01-24,PHI,3059318,Joel Embiid,36,38,11,5,0,1,4,13.0,21.0,3.0,5.0,9.0,12.0,joel embiid
2025-26,401810498,2026-01-24,PHI,3133603,Kelly Oubre Jr.,37,14,7,3,2,0,1,5.0,10.0,1.0,4.0,3.0,5.0,kelly oubre
2025-26,401810498,2026-01-24,PHI,4431678,Tyrese Maxey,38,22,3,6,2,1,3,8.0,15.0,3.0,7.0,3.0,3.0,tyrese maxey
2025-26,401810498,2026-01-24,PHI,5124612,VJ Edgecombe,39,14,3,4,1,0,2,5.0,9.0,1.0,4.0,3.0,4.0,vj edgecombe
2025-26,401810498,2026-01-24,PHI,4431675,Trendon Watford,10,2,1,0,0,0,1,1.0,2.0,0.0,0.0,0.0,0.0,trendon watford
2025-26,401810498,2026-01-24,PHI,4870562,Dominick Barlow,17,4,2,1,0,0,0,1.0,2.0,1.0,2.0,1.0,2.0,dominick barlow
2025-26,401810498,2026-01-24,PHI,5105637,Adem Bona,12,2,1,0,0,1,1,1.0,2.0,0.0,0.0,0.0,0.0,adem bona
2025-26,401810498,2026-01-24,PHI,4397014,Quentin Grimes,19,4,3,3,0,1,0,2.0,6.0,0.0,4.0,0.0,0.0,quentin grimes
2025-26,401810501,2026-01-25,CLE,3912848,Dean Wade,26,10,3,1,3,2,0,4.0,4.0,2.0,2.0,0.0,0.0,dean wade
2025-26,401810501,2026-01-25,CLE,4066328,Jarrett Allen,25,8,6,1,3,2,2,3.0,5.0,0.0,1.0,2.0,2.0,jarrett allen
2025-26,401810501,2026-01-25,CLE,4432158,Evan Mobley,35,13,7,3,0,1,2,4.0,14.0,1.0,6.0,4.0,4.0,evan mobley
2025-26,401810501,2026-01-25,CLE,3908809,Donovan Mitchell,38,36,5,9,2,0,3,15.0,30.0,2.0,8.0,4.0,5.0,donovan mitchell
2025-26,401810501,2026-01-25,CLE,4683747,Jaylon Tyson,32,17,5,4,0,0,2,5.0,9.0,3.0,5.0,4.0,4.0,jaylon tyson
2025-26,401810501,2026-01-25,CLE,5106268,Nae'Qwan Tomlin,25,9,1,4,0,0,1,3.0,5.0,2.0,4.0,1.0,2.0,nae qwan tomlin
2025-26,401810501,2026-01-25,CLE,3934723,Thomas Bryant,10,4,3,1,0,0,2,1.0,3.0,1.0,2.0,1.0,2.0,thomas bryant
2025-26,401810501,2026-01-25,CLE,4066421,Lonzo Ball,25,6,8,2,3,0,1,2.0,4.0,2.0,4.0,0.0,0.0,lonzo ball
2025-26,401810501,2026-01-25,CLE,4701233,Craig Porter Jr.,15,4,0,1,0,1,1,2.0,3.0,0.0,0.0,0.0,1.0,craig porter
2025-26,401810501,2026-01-25,CLE,5023693,Tyrese Proctor,10,12,0,1,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,tyrese proctor
2025-26,401810501,2026-01-25,ORL,4432573,Paolo Banchero,38,27,5,2,0,0,2,7.0,14.0,3.0,6.0,10.0,12.0,paolo banchero
2025-26,401810501,2026-01-25,ORL,4277847,Wendell Carter Jr.,30,11,5,3,1,2,3,3.0,9.0,1.0,5.0,4.0,4.0,wendell carter
2025-26,401810501,2026-01-25,ORL,4066320,Desmond Bane,38,20,4,3,2,0,3,7.0,14.0,2.0,6.0,4.0,4.0,desmond bane
2025-26,401810501,2026-01-25,ORL,4432165,Jalen Suggs,24,9,1,6,0,0,1,3.0,6.0,1.0,4.0,2.0,2.0,jalen suggs
2025-26,401810501,2026-01-25,ORL,4712849,Anthony Black,40,16,5,5,2,1,2,6.0,12.0,3.0,7.0,1.0,2.0,anthony black
2025-26,401810501,2026-01-25,ORL,3150844,Moritz Wagner,13,13,6,0,1,0,1,4.0,11.0,1.0,5.0,4.0,4.0,moritz wagner
2025-26,401810501,2026-01-25,ORL,4702382,Tristan da Silva,20,0,1,0,1,0,0,0.0,3.0,0.0,2.0,0.0,0.0,tristan da silva
2025-26,401810501,2026-01-25,ORL,5214637,Noah Penda,16,3,3,0,1,0,3,1.0,4.0,0.0,2.0,1.0,2.0,noah penda
2025-26,401810501,2026-01-25,ORL,4348700,Goga Bitadze,5,2,6,0,0,0,0,1.0,4.0,0.0,0.0,0.0,0.0,goga bitadze
